CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,,,,
chr13,898462, YMR312W,ELP6 - Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity,,,,,,,
chr13,898606, YMR312W,ELP6 - Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity,,,,,,,
chr13,904347, YMR315W-A, - Putative protein of unknown function,,,,,,,,
chr13,908149, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,,,,
chr13,908159, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,,,,
chr13,908211, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,,,,
chr13,908218, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,,,,
chr13,908329, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,,,,
chr13,908331, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,,,,
chr13,908333, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,,,,
chr13,912911, YMR319C,FET4 - Low-affinity Fe(II) transporter of the plasma membrane,,,,,,,,
chr13,914235, YMR319C,FET4 - Low-affinity Fe(II) transporter of the plasma membrane,,,,,,,,
chr13,914744,NAG,NAG,,,,,,,,
chr13,914813,NAG,NAG,,,,,,,,
chr13,914823,NAG,NAG,,,,,,,,
chr13,917160,NAG,NAG,,,,,,,,
chr13,95588,NAG,NAG,,,,,,,,
chr14,100976, YNL284C-B, - Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes,,,,,
chr14,103662, YNL284C,MRPL10 - Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels,,,,,,,,
chr14,103902, YNL284C,MRPL10 - Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels,,,,,,,,
chr14,106212, YNL283C,WSC2 - Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity and recovery from heat shock; secretory pathway Wsc2p is required for the arrest of secretion response,,,,,,,,
chr14,107294,NAG,NAG,,,,,,,,
chr14,132973, YNL271C,BNI1 - Formin, nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNR1,,,,,
chr14,180823, YNL249C,MPA43 - Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr14,194864, YNL242W,ATG2 - Peripheral membrane protein required for vesicle formation during autophagy, pexophagy, and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria,,,,,,
chr14,195289, YNL242W,ATG2 - Peripheral membrane protein required for vesicle formation during autophagy, pexophagy, and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria,,,,,,
chr14,196150, ARS1412, - ARS activated in late S phase,,,,,,,,
chr14,198316,NAG,NAG,,,,,,,,
chr14,199110, YNL240C,NAR1 - Component of the cytosolic iron-sulfur (FeS) protein assembly machinery, required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; homologous to human Narf,,,,,,,
chr14,200223,NAG,NAG,,,,,,,,
chr14,214433, YNL233W,BNI4 - Targeting subunit for Glc7p protein phosphatase, localized to the bud neck, required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p,,,,,,
chr14,233758,NAG,NAG,,,,,,,,
chr14,235881,NAG,NAG,,,,,,,,
chr14,235956,NAG,NAG,,,,,,,,
chr14,281793,NAG,NAG,,,,,,,,
chr14,282303,NAG,NAG,,,,,,,,
chr14,29337, YNL325C,FIG4 - Phosphatidylinositol 3,5-bisphosphate (PtdIns[3,5]P) phosphatase; required for efficient mating and response to osmotic shock; physically associates with and regulated by Vac14p; contains a SAC1-like domain,,,,,,
chr14,297316, YNL182C,IPI3 - Essential component of the Rix1 complex (Rix1p, Ipi1p, Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA; highly conserved and contains WD40 motifs; Rix1 complex associates with Mdn1p in pre-60S ribosomal particles,,,,,,
chr14,300948, YNL179C, - Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance,,,,,,,
chr14,337646,NAG,NAG,,,,,,,,
chr14,374578, YNL133C,FYV6 - Protein of unknown function, required for survival upon exposure to K1 killer toxin; proposed to regulate double-strand break repair via non-homologous end-joining,,,,,,,
chr14,407160, YNL117W,MLS1 - Malate synthase, enzyme of the glyoxylate cycle, involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth in oleic acid medium,,,,,,
chr14,413448,NAG,NAG,,,,,,,,
chr14,418915,NAG,NAG,,,,,,,,
chr14,419354, YNL109W, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YNL108C,,,,,,,
chr14,441972, YNL097C,PHO23 - Probable component of the Rpd3 histone deacetylase complex, involved in transcriptional regulation of PHO5; C-terminus has similarity to human candidate tumor suppressor p33(ING1) and its isoform ING3,,,,,,,
chr14,444651,NAG,NAG,,,,,,,,
chr14,446766, YNL095C, - Putative protein of unknown function predicted to contain a transmembrane domain; YNL095C is not an essential gene,,,,,,,,
chr14,458514, YNL088W,TOP2 - Topoisomerase II, relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis,,,,,,,
chr14,461419, YNL088W,TOP2 - Topoisomerase II, relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis,,,,,,,
chr14,466588, YNL086W,SNN1 - Putative protein of unknown function; likely member of BLOC complex involved in endosomal cargo sorting; green fluorescent protein (GFP)-fusion protein localizes to endosomes,,,,,,,,
chr14,469502, YNL085W,MKT1 - Protein that forms a complex with Pbp1p that may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability, drug resistance, and more,,,,,,
chr14,476401, YNL081C,SWS2 - Putative mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S13 ribosomal protein; participates in controlling sporulation efficiency,,,,,,,
chr14,484452, YNL076W,MKS1 - Pleiotropic negative transcriptional regulator involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling,,,,,,,,
chr14,486092, YNL075W,IMP4 - Component of the SSU processome, which is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs,,,,,,,
chr14,487720, YNL074C,MLF3 - Serine-rich protein of unknown function, predicted to be palmitoylated; overproduction suppresses the growth inhibition caused by exposure to the immunosuppressant leflunomide,,,,,,,
chr14,493053,NAG,NAG,,,,,,,,
chr14,503013,NAG,NAG,,,,,,,,
chr14,510328,NAG,NAG,,,,,,,,
chr14,517141,NAG,NAG,,,,,,,,
chr14,532584,NAG,NAG,,,,,,,,
chr14,558815, YNL037C,IDH1 - Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle,,,,,,,
chr14,574713, YNL032W,SIW14 - Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm,,,,,,,,
chr14,57472, YNL307C,MCK1 - Protein serine/threonine/tyrosine (dual-specificity) kinase involved in control of chromosome segregation and in regulating entry into meiosis; related to mammalian glycogen synthase kinases of the GSK-3 family,,,,,,,,
chr14,574928, YNL032W,SIW14 - Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm,,,,,,,,
chr14,574936, YNL032W,SIW14 - Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm,,,,,,,,
chr14,575008, YNL032W,SIW14 - Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm,,,,,,,,
chr14,575167, YNL032W,SIW14 - Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm,,,,,,,,
chr14,575229, YNL032W,SIW14 - Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm,,,,,,,,
chr14,577027, YNL030W,HHF2 - Histone H4, core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity,,,,,,,
chr14,581648,NAG,NAG,,,,,,,,
chr14,60251,NAG,NAG,,,,,,,,
chr14,644572, YNR011C,PRP2 - RNA-dependent ATPase in the DEAH-box family, required for activation of the spliceosome before the first transesterification step in RNA splicing; orthologous to human protein DHX16,,,,,,,
chr14,651857,NAG,NAG,,,,,,,,
chr14,660428, YNR016C,ACC1 - Acetyl-CoA carboxylase, biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA; required for de novo biosynthesis of long-chain fatty acids,,,,,,,
chr14,667324,NAG,NAG,,,,,,,,
chr14,674780,NAG,NAG,,,,,,,,
chr14,681959, YNR031C,SSK2 - MAP kinase kinase kinase of the HOG1 mitogen-activated signaling pathway; interacts with Ssk1p, leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress,,,,,,,
chr14,703150,NAG,NAG,,,,,,,,
chr14,711232,NAG,NAG,,,,,,,,
chr14,713776,NAG,NAG,,,,,,,,
chr14,716710,NAG,NAG,,,,,,,,
chr14,720276, YNR052C,POP2 - RNase of the DEDD superfamily, subunit of the Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation,,,,,,,
chr14,721034,NAG,NAG,,,,,,,,
chr14,721916, YNR053C,NOG2 - Putative GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation,,,,,,,,
chr14,736153,NAG,NAG,,,,,,,,
chr14,736327,NAG,NAG,,,,,,,,
chr14,737156, YNR059W,MNT4 - Putative alpha-1,3-mannosyltransferase, not required for protein O-glycosylation,,,,,,
chr14,741479, YNR060W,FRE4 - Ferric reductase, reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels,,,,,,,
chr14,742787,NAG,NAG,,,,,,,,
chr14,744471, YNR062C, - Putative membrane protein of unknown function,,,,,,,,
chr14,745289, YNR062C, - Putative membrane protein of unknown function,,,,,,,,
chr14,746780,NAG,NAG,,,,,,,,
chr14,747711, YNR063W, - Putative zinc-cluster protein of unknown function,,,,,,,,
chr14,748790,NAG,NAG,,,,,,,,
chr14,748885,NAG,NAG,,,,,,,,
chr14,749467, YNR064C, - Epoxide hydrolase, member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides,,,,,,,
chr14,749513, YNR064C, - Epoxide hydrolase, member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides,,,,,,,
chr14,749727, YNR064C, - Epoxide hydrolase, member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides,,,,,,,
chr14,750686, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,751266, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,751654, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,751721, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,751807, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,753318, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,753325, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,753659, YNR065C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,,,,,,,,
chr14,753727, YNR066C, - Putative membrane-localized protein of unknown function,,,,,,,,
